,L=2,L=2,L=4,L=6,L=10,L=14,L=20,L=30,L=44,L=66
57,-0.03547235578298569,-0.9002366065979004,0.04743199795484543,0.1946677565574646,-0.04811444878578186,0.03628478944301605,0.003264486789703369,0.03881749510765076,-0.0033477959223091602,0.006986300460994244
58,-0.2617943286895752,-0.13400369882583618,-0.1936023235321045,-0.26688578724861145,-0.10879699140787125,-0.0021553796250373125,0.03740052878856659,-0.02253219112753868,0.003990506753325462,0.0014420857187360525
59,0.14672380685806274,-0.051829591393470764,-0.4810870289802551,-0.3708033561706543,-0.03147919848561287,0.04223867505788803,-0.029391400516033173,-0.030959194526076317,0.0019430301617830992,0.005748370196670294
60,-0.911887526512146,-0.2176254540681839,-0.2522493302822113,-0.17386355996131897,-0.0273277647793293,-0.03132222592830658,0.03582049906253815,0.01900152489542961,-0.0029187072068452835,6.232253508642316e-05
61,-0.20319083333015442,-0.7999501824378967,-0.17350603640079498,0.33821892738342285,0.1621571183204651,-0.0016737878322601318,-0.007454489357769489,0.010130607523024082,-0.006699857302010059,-0.004865800961852074
62,-0.4967362880706787,-0.2111937701702118,0.34487515687942505,-0.0053407372906804085,0.1189972311258316,-0.07257269322872162,0.03914956748485565,-0.0041223252192139626,-0.0038691717199981213,0.00888453982770443
63,0.11960133165121078,-0.1716209203004837,-0.0708957388997078,0.20842087268829346,-0.09843883663415909,-0.10132962465286255,-0.034846216440200806,-0.01652265526354313,-0.014780302532017231,-0.001511536305770278
64,0.39622727036476135,-0.3546190857887268,-0.13648149371147156,-0.07201280444860458,-0.08981138467788696,-0.04114040359854698,0.05064055323600769,0.02689344435930252,-0.011862197890877724,-0.0013707668986171484
65,0.15076462924480438,0.164191335439682,-0.005046509206295013,0.05255172774195671,-0.006985043175518513,-0.03950189799070358,0.006894372403621674,0.004152227193117142,-0.027093473821878433,-0.0050247046165168285
66,0.8870337009429932,0.13594216108322144,-0.5050625801086426,-0.02074352279305458,-0.18597155809402466,-0.009981591254472733,0.06945119798183441,0.011603038758039474,-0.004796028137207031,0.01903434656560421
67,0.17582640051841736,0.02233581244945526,0.08380704373121262,-0.07916949689388275,-0.12709686160087585,-0.014203094877302647,-0.00822843424975872,0.01645379513502121,0.0003881080192513764,0.00020220039004925638
68,-0.9032809734344482,-0.7081769704818726,-0.04213276505470276,0.02744228206574917,-0.01684695854783058,0.05550672858953476,-0.0013558582868427038,-0.011291775852441788,-0.014109877869486809,0.00957341119647026
69,0.8729567527770996,-0.5403430461883545,0.09491391479969025,-0.044051870703697205,-0.05161518603563309,0.00045552465599030256,0.032260723412036896,0.028362339362502098,-0.004464444238692522,-0.008532468229532242
70,-0.8594161868095398,0.2833010256290436,-0.00584176741540432,-0.15628379583358765,-0.012217450886964798,0.07317496091127396,0.05325409024953842,0.0110703706741333,0.00283261202275753,-0.004480238538235426
71,-0.16539430618286133,-0.5757046937942505,0.17960312962532043,-0.09100131690502167,0.00098513625562191,0.03827968239784241,0.01398446038365364,-0.0241085235029459,-0.005438230000436306,0.0008178241550922394
72,0.051392942667007446,-0.6956526041030884,0.08844953030347824,0.030587222427129745,0.07007122039794922,0.03746538981795311,-0.002872676821425557,-0.021821461617946625,0.01809750124812126,-0.002828802913427353
73,-0.0012237527407705784,-0.002808359684422612,-0.3302082419395447,-0.10730370134115219,0.018825257197022438,0.07392419874668121,-0.012581344693899155,0.027985168620944023,0.002220884896814823,-0.004079121630638838
74,-0.353977233171463,-0.0006698715733364224,-0.07317876070737839,-0.04563971608877182,0.07411167770624161,-0.03904400393366814,0.061470381915569305,-0.0026240823790431023,-0.02213282883167267,0.008337998762726784
75,-0.022950103506445885,0.08927664160728455,-0.5009846687316895,-0.16829895973205566,-0.030360642820596695,-0.04365531727671623,0.04828201234340668,-0.020726557821035385,-0.0047099292278289795,0.00961146131157875
76,-0.19249741733074188,-0.4466080069541931,-0.08814121782779694,-0.02138267271220684,-0.1755593717098236,-0.017874544486403465,0.03076491504907608,0.007616744376718998,0.014374598860740662,0.011410747654736042
77,-0.9549044370651245,0.34502530097961426,0.2945868670940399,0.12661227583885193,-0.11292047053575516,0.017896972596645355,-0.03187995404005051,-0.008761156350374222,-0.0062903775833547115,-0.004590138792991638
78,-0.3522619605064392,-0.30651533603668213,0.05799998342990875,-0.05456366762518883,0.08450176566839218,0.06782440841197968,-0.0020624841563403606,0.014812441542744637,-0.007296209689229727,-0.00042868268792517483
79,-0.6956198811531067,0.4071645438671112,-0.15113043785095215,0.11056585609912872,0.028252456337213516,0.0014342253562062979,-0.006412367802113295,-0.0038869273848831654,-0.0025394712574779987,0.012069832533597946
80,-0.07674503326416016,-0.8111230731010437,0.044028691947460175,-0.049673281610012054,0.007239550352096558,0.02251593768596649,-0.02041509933769703,-0.014950176700949669,0.008681291714310646,-0.0049948361702263355
81,-0.16891804337501526,0.8850791454315186,-0.35469359159469604,-0.1098117083311081,0.019919198006391525,-0.027312681078910828,0.08739698678255081,0.003065008670091629,0.013176186010241508,0.01069661881774664
82,-0.16042324900627136,-0.3970530927181244,0.10585975646972656,0.009253582917153835,-0.06833295524120331,0.012949511408805847,-0.005034203641116619,0.0231949333101511,0.02965945564210415,-0.009462511166930199
83,-0.2522914409637451,-0.5794744491577148,-0.18672388792037964,0.3162279725074768,-0.04368777200579643,-0.03232860565185547,-0.001958827953785658,0.004297623410820961,-0.02671288698911667,0.00237460620701313
84,0.22600017488002777,-0.19144850969314575,-0.3850996196269989,0.16773122549057007,-0.036489710211753845,-0.008580210618674755,0.032293833792209625,0.019184131175279617,0.012806070037186146,0.0013841257896274328
85,-0.41169318556785583,-0.7043097615242004,-0.3004782795906067,-0.026984546333551407,0.03245273232460022,-0.04250990226864815,-0.024148769676685333,0.016581417992711067,-0.010241279378533363,-0.02035234123468399
86,-0.3832680881023407,0.5858227014541626,-0.22868120670318604,-0.1401674598455429,-0.12024147808551788,-0.01786811277270317,0.011577526107430458,0.03256513178348541,-0.018672842532396317,-0.0013342916499823332
87,-0.06315795332193375,-0.8471395373344421,-0.4868057370185852,0.4002416431903839,0.10926269739866257,-0.01732417196035385,0.031773097813129425,-0.021977385506033897,0.023120936006307602,-0.0030376636423170567
88,-0.4129173755645752,-0.7796868085861206,-0.28547751903533936,-0.23202630877494812,-0.012845543213188648,-0.10000661015510559,0.0008923320565372705,0.032616883516311646,-0.005840753670781851,0.007348235696554184
89,-0.7862751483917236,-0.1197909340262413,0.30564528703689575,0.10919137299060822,0.04151125252246857,0.012786549516022205,0.035868339240550995,0.05111771076917648,0.01946093887090683,0.0029696847777813673
90,-0.9352185726165771,0.5606772899627686,-0.3725423812866211,-0.15617936849594116,0.11924751847982407,0.04797682166099548,0.01549463625997305,0.00023162021534517407,0.02009544149041176,-0.011150079779326916
91,0.4475077986717224,-0.6265159845352173,-0.889060378074646,-0.05288261920213699,0.05749530345201492,0.01867084577679634,0.004932558164000511,-0.011944159865379333,-0.01313640084117651,0.00043363304575905204
92,-0.4382307529449463,-0.5654637813568115,-0.20283547043800354,-0.03571528196334839,0.1269499510526657,-0.0647503137588501,-0.001957041211426258,0.01771288365125656,-0.015452506020665169,-0.013528751209378242
93,0.46204063296318054,-0.883049726486206,-0.006749831605702639,0.1237378939986229,0.039253659546375275,0.019444063305854797,0.027189847081899643,0.012236975133419037,0.009443152695894241,-0.003584688762202859
94,-0.061802759766578674,-0.6989355087280273,0.29172468185424805,-0.1977265179157257,-0.05457701534032822,-0.040997155010700226,0.024329587817192078,0.018564194440841675,0.00527284387499094,-0.014728841371834278
95,-0.22424167394638062,-0.8519970178604126,0.14680474996566772,0.10354581475257874,0.056025050580501556,0.09922327846288681,0.037568219006061554,-0.01676034741103649,-0.00817045010626316,0.00045741244684904814
96,-0.6841729879379272,-0.6044214963912964,-0.2561004161834717,-0.11726398766040802,0.05442805588245392,0.024312857538461685,0.006413450464606285,0.005733812227845192,0.01991225965321064,0.0021145655773580074
97,-0.6553425788879395,-0.7390613555908203,-0.08647072315216064,-0.017679501324892044,-0.01104825921356678,0.04913914203643799,-0.003730633296072483,0.004753978922963142,0.018069975078105927,0.0014044768176972866
98,0.14826762676239014,0.29764485359191895,0.2163698375225067,0.09246447682380676,-0.11856897175312042,0.008830978535115719,0.058700788766145706,0.024670850485563278,-0.0008588257478550076,0.0014524220023304224
99,-0.2152506411075592,0.8412120342254639,0.14767631888389587,-0.050595492124557495,0.047354213893413544,0.042112283408641815,-0.0035857423208653927,-0.008327544666826725,-0.020026082172989845,0.009619640186429024
