,L=2,L=2,L=4,L=6,L=10,L=14,L=20,L=30,L=44,L=66
0,-0.616913914680481,0.11021482199430466,-0.4965541958808899,0.3470774292945862,-0.045221686363220215,0.04579755291342735,-0.02522669918835163,0.006746724713593721,0.005904068239033222,-0.00012220391363371164
1,0.5944534540176392,-0.3816637396812439,-0.04819439724087715,0.04213134944438934,0.08682890981435776,-0.010652459226548672,0.00151696871034801,0.032000310719013214,0.0006463171448558569,-0.001761330757290125
2,-0.3810289800167084,-0.7427362203598022,-0.5506733059883118,0.10883892327547073,0.018825605511665344,0.08380922675132751,-0.006087222136557102,0.0015755293425172567,0.013811073265969753,-0.00011181141599081457
3,-0.9396496415138245,0.7098824977874756,0.34319934248924255,0.025304608047008514,0.09736759215593338,-0.03836681321263313,0.029768584296107292,0.03763476759195328,0.010259144008159637,0.009213181212544441
4,-0.5728400945663452,0.41770634055137634,-0.08103162795305252,-0.09718988835811615,-0.0642113983631134,0.044498540461063385,-0.030344724655151367,0.03223605081439018,0.004693975206464529,0.002533748047426343
5,-0.8575491905212402,-0.9803407192230225,0.14168986678123474,-0.1269383430480957,0.07905063033103943,0.022845730185508728,-0.0008260565809905529,-0.021489474922418594,0.015881162136793137,0.006162815727293491
6,-0.426876038312912,-0.46881210803985596,0.26057857275009155,0.02677397057414055,0.0789622813463211,0.03947325050830841,-0.02327331155538559,-0.002435755915939808,0.02166116237640381,-0.00863705389201641
7,-0.09952788054943085,0.4609256684780121,0.12865868210792542,-0.27228841185569763,-0.029185593128204346,-0.09743061661720276,-0.046841397881507874,0.026123899966478348,-0.015144949778914452,-0.006364304106682539
8,-0.37787431478500366,-0.3961157500743866,-0.37813663482666016,-0.38353174924850464,0.0762886255979538,0.013612335547804832,-0.021968500688672066,0.015562455169856548,-8.85713379830122e-05,0.011496529914438725
9,-0.12099926918745041,-0.7536637783050537,-0.08429666608572006,0.2051663100719452,-0.007119699381291866,-0.04268725588917732,-0.004623685963451862,0.006772075314074755,0.011267168447375298,0.005293407943099737
10,-0.11282705515623093,-0.4371461272239685,0.061838701367378235,0.3085815906524658,-0.06540174782276154,-0.0004644235596060753,-0.020437395200133324,-0.037750378251075745,-0.025939080864191055,0.00011457502841949463
11,-0.9943086504936218,-0.8213461637496948,0.4736424684524536,-0.09757828712463379,0.0035893842577934265,-0.023709483444690704,-0.001050483901053667,-0.02529125288128853,-0.012623699381947517,0.0037658242508769035
12,-0.7458265423774719,0.5379288196563721,-0.23372498154640198,-0.000605909270234406,-0.0042922161519527435,0.048705391585826874,0.00035675964318215847,-0.019436540082097054,0.007217285688966513,-0.0042670415714383125
13,0.47899454832077026,0.832133412361145,0.24956034123897552,-0.2381507158279419,0.004672909155488014,-0.0005846447311341763,-0.017503460869193077,-0.0020418409258127213,0.016056548804044724,0.010366695001721382
14,-0.7278311252593994,-0.5130465030670166,0.09686046838760376,0.09209536015987396,-0.007710739970207214,0.03365236520767212,0.028327099978923798,-0.015504923649132252,-0.011842051520943642,-0.00391366146504879
15,-0.7941567897796631,-0.49105381965637207,0.5004026889801025,-0.033395878970623016,-0.044621050357818604,0.013185258954763412,-0.012591267004609108,0.02317063882946968,0.02670043334364891,-0.008126366883516312
16,0.7008752822875977,-0.48149383068084717,-0.3561183214187622,-0.05990464612841606,-0.11899018287658691,-0.05280157923698425,0.0003967078810092062,0.0010510131251066923,-0.012539995834231377,-0.0032270292285829782
17,0.06063283979892731,-0.03930582106113434,0.22499611973762512,-0.03024597093462944,0.05638860911130905,-0.020479697734117508,-0.018770376220345497,0.01721884496510029,0.008095115423202515,0.007811675313860178
18,-0.3897336721420288,-0.82546466588974,-0.45194530487060547,0.023532934486865997,-0.049914777278900146,0.010918894782662392,0.030493754893541336,-0.014902555383741856,-0.0007931177970021963,0.0009410977945663035
19,-0.27365928888320923,0.7459598183631897,-0.4377560019493103,0.274783730506897,-0.0015366747975349426,0.028809860348701477,-0.024129297584295273,-0.021176818758249283,0.004987253341823816,0.00677503552287817
20,-0.29781848192214966,-0.8016436696052551,0.05837425962090492,0.05805046483874321,0.05202557519078255,0.0364842414855957,-0.03194066137075424,-0.0008501384872943163,0.0017412302549928427,-0.0004952512681484222
21,-0.2568216919898987,0.3397930860519409,-0.17143195867538452,-0.01187557727098465,0.012217845767736435,-0.06557148694992065,0.02439332939684391,0.01713256724178791,0.005978348199278116,0.00038160718395374715
22,-0.11050303280353546,-0.018627842888236046,-0.39816462993621826,-0.2567480802536011,0.05594383180141449,0.04351406171917915,-0.03192828223109245,0.011802851222455502,-0.015783661976456642,0.008446365594863892
23,-0.9553252458572388,0.14961740374565125,-0.1694357991218567,0.14103996753692627,-0.12575072050094604,0.00868375413119793,-0.04571065306663513,-0.002020187210291624,0.005194029770791531,-0.007024785969406366
24,-0.33878886699676514,-0.3681749105453491,-0.23318073153495789,-0.03225502371788025,-0.05376574769616127,0.017255675047636032,-0.04237252473831177,-0.03738805651664734,0.01189088262617588,-0.0006447593914344907
25,-0.3220764994621277,0.15710557997226715,-0.1496318280696869,-0.009747551754117012,0.08063571900129318,0.060270726680755615,-0.03143228590488434,-0.00921928882598877,0.00253109959885478,-0.008966615423560143
26,0.23746058344841003,-0.3290984630584717,0.0224891547113657,0.007382787764072418,-0.10427352041006088,-0.003382253460586071,-0.018720334395766258,-0.005615781992673874,0.003740625688806176,-0.008161928504705429
27,-0.8803150653839111,-0.7937660217285156,-0.37431228160858154,0.003923063166439533,-0.10044438391923904,0.00722733186557889,0.05207522213459015,0.015373440459370613,0.0037053748965263367,-0.0035611381754279137
28,-0.3939058780670166,-0.7015246152877808,-0.04262463003396988,-0.140485480427742,-0.04804548621177673,0.030759869143366814,0.02089482918381691,-0.023725297302007675,-0.003538228804245591,0.0002047247253358364
29,-0.06888587772846222,-0.20229597389698029,-0.10214199125766754,-2.936646342277527e-05,0.06337998062372208,-0.15615618228912354,-0.0003501586033962667,0.03424509987235069,-0.023004215210676193,0.014804478734731674
30,-0.10962964594364166,-0.5899152755737305,-0.37581562995910645,0.036022767424583435,0.08388929069042206,0.048626773059368134,-0.001375972293317318,-0.012723120860755444,0.005003125406801701,0.00045880116522312164
31,-0.42711371183395386,-0.016958951950073242,-0.09348830580711365,-0.1230970025062561,0.13628734648227692,0.024290505796670914,0.020404348149895668,0.006215421017259359,0.013529926538467407,0.009117411449551582
32,-0.07119166105985641,-0.6351423263549805,0.16373369097709656,0.17337338626384735,0.041848890483379364,-0.14450085163116455,0.05061718821525574,0.021175561472773552,-0.015059622004628181,-0.005445634946227074
33,-0.8362170457839966,0.7301441431045532,0.08999092131853104,-0.05097825825214386,-0.11958906799554825,-0.01511392742395401,0.017196733504533768,0.013452431187033653,-8.58351995702833e-05,-0.003576884977519512
34,-0.23537197709083557,-0.08653492480516434,0.010425696149468422,-0.039094068109989166,0.0394819974899292,0.01659109629690647,-0.05577630549669266,0.010637358762323856,-0.013780644163489342,-0.012759726494550705
35,-0.9121813774108887,0.0059225670993328094,-0.2019810676574707,0.03209395334124565,-0.13613492250442505,0.044150061905384064,0.021126357838511467,0.0023585008457303047,-0.0007968801073729992,0.007201550528407097
36,-0.710981011390686,-0.029865961521863937,-0.07949964702129364,-0.003438342362642288,0.021238921210169792,0.03933096304535866,0.012806395068764687,0.01222995761781931,0.017430119216442108,0.015911784023046494
37,0.1651507019996643,-0.0006776489317417145,0.03535137325525284,-0.031187590211629868,-0.013635605573654175,-0.004846076015383005,0.06141987815499306,-0.01168794184923172,0.0026242565363645554,0.005426587536931038
38,0.0060391658917069435,-0.5563009977340698,0.1635606586933136,-0.09222930669784546,0.0024349491577595472,0.06036829948425293,0.008624428883194923,-0.028746746480464935,0.015349887311458588,0.0014080526307225227
39,-0.20831194519996643,-0.15100276470184326,-0.5051528215408325,-0.010619540698826313,-0.10808691382408142,0.06329232454299927,-0.034399814903736115,0.017702188342809677,0.005612751469016075,0.0014499037060886621
40,0.06150148808956146,0.41553550958633423,-0.30495917797088623,-0.3474552035331726,0.1181010752916336,0.010888672433793545,-0.019064391031861305,-0.007688769139349461,0.008751174435019493,0.00244732154533267
41,-0.2182718962430954,-0.04662136361002922,0.18570949137210846,-0.07366876304149628,0.00891136471182108,-0.010799814015626907,0.05011763423681259,0.023189615458250046,0.010372595861554146,-0.010409370064735413
42,-0.9807090759277344,-0.0777076706290245,-0.05651473626494408,-0.14078465104103088,-0.0024907845072448254,0.031873609870672226,0.00047975871711969376,-0.010375677607953548,-0.014628145843744278,-0.0019450760446488857
43,0.1330367922782898,-0.6806413531303406,-0.5237777233123779,0.022386569529771805,-0.08158406615257263,0.08695127815008163,0.020109444856643677,0.027582310140132904,0.002499754074960947,0.009556496515870094
44,-0.8276641368865967,-0.6427276730537415,0.4341888427734375,0.04769781604409218,0.13433757424354553,0.010992543771862984,-0.0005662334151566029,0.024959281086921692,0.013279755599796772,0.00770679023116827
45,-0.5468041896820068,-0.9374322295188904,-0.4118109941482544,-0.06666667014360428,0.1718393862247467,0.05349360406398773,0.04166407883167267,-0.005792001262307167,-0.0025667394511401653,-0.010649684816598892
46,-0.24076810479164124,-0.45258283615112305,0.09296314418315887,0.061371248215436935,0.004767449572682381,0.007093236781656742,-0.07891620695590973,-0.010989092290401459,-0.013724390417337418,0.0028834743425250053
47,0.3500822186470032,-0.004247074481099844,0.2810966968536377,-0.5368310213088989,0.1403234750032425,-0.01833081990480423,-0.010045832023024559,0.0010840713512152433,-0.01267557218670845,-0.010181115940213203
48,0.06980295479297638,0.09030254185199738,-0.019354231655597687,-0.008477617055177689,0.02982550859451294,0.01024242490530014,-0.014546381309628487,-0.010584885254502296,0.0004930992145091295,-0.0037307217717170715
49,-0.17656536400318146,0.15240544080734253,-0.3512406349182129,0.36053162813186646,-0.14896628260612488,-0.004301140084862709,-0.025731835514307022,-0.04846850410103798,-0.0007947910344228148,-0.004288982599973679
50,0.02486535906791687,0.04936898499727249,-0.7604249119758606,0.18774746358394623,-0.03831901401281357,-0.008166369050741196,-0.03288864344358444,0.009191799908876419,0.015554034151136875,-0.00782762560993433
51,-0.5960800647735596,-0.0056272950023412704,0.033806249499320984,-0.3031286597251892,0.020986679941415787,0.009548332542181015,-0.02601834386587143,-0.026045911014080048,0.001559007097966969,-0.01388484239578247
52,0.09258733689785004,-0.12819667160511017,0.459075927734375,-0.21061792969703674,0.057854581624269485,0.008281636983156204,-0.05771245062351227,-0.014841822907328606,-0.008434059098362923,-0.012179307639598846
53,-0.3100104331970215,-0.5065288543701172,-0.06743073463439941,0.09654423594474792,0.2399037480354309,0.05443713068962097,-0.027938205748796463,0.029642678797245026,0.006882118992507458,-0.005576299037784338
54,-0.9288991689682007,-0.4298069477081299,-0.12469273805618286,0.06065620854496956,0.019901391118764877,-0.028993558138608932,0.04417700320482254,0.017019711434841156,-0.02158619463443756,-6.30744980298914e-05
55,-0.010274592787027359,-0.5873003602027893,0.14396357536315918,0.16663236916065216,0.03112201765179634,-0.007971096783876419,0.10028687864542007,-0.021495630964636803,0.02254403755068779,-0.00888137798756361
56,-0.8850033283233643,-0.7556731700897217,0.13737058639526367,0.05758145824074745,0.0017168466001749039,-0.05296594277024269,0.049995120614767075,-0.017199136316776276,-0.004430727101862431,-0.001874663052149117
