,L=2,L=2,L=4,L=6,L=8,L=10
89,-0.3193567991256714,0.4596630334854126,-0.020509637892246246,-0.13445986807346344,0.08853527903556824,0.10911989212036133
90,-0.07497598230838776,0.4377114176750183,0.0962504893541336,0.13654132187366486,0.00015386172162834555,0.07598140835762024
91,-0.6970008611679077,0.48688071966171265,0.229714035987854,-0.09838411211967468,0.010708995163440704,0.1273919641971588
92,-0.668365478515625,0.375184029340744,-0.17987552285194397,-0.0014088691677898169,0.08756108582019806,0.09111983329057693
93,0.2483065128326416,0.532469630241394,-0.1755026876926422,0.07286898791790009,0.0699959397315979,-0.015228576958179474
94,-0.8934206962585449,0.3475729823112488,0.018066994845867157,-0.052348922938108444,0.24652990698814392,0.06093302369117737
95,-0.4282812178134918,0.40544766187667847,-0.12904220819473267,0.10870173573493958,0.05352845415472984,0.1979251503944397
96,-0.26256537437438965,0.29035699367523193,0.10961320251226425,-0.07520949840545654,-0.16994333267211914,0.04275377839803696
97,-0.7092759609222412,0.48892509937286377,-0.04579329863190651,0.04472748190164566,-0.007093769498169422,-0.03519436717033386
98,0.4104189872741699,0.4726982116699219,-0.3402312994003296,0.2009676992893219,-0.02302105911076069,-0.1441396325826645
99,-0.9668300151824951,0.37756842374801636,0.11799442023038864,0.12094853818416595,-0.12465450912714005,0.02086658962070942
