,L=2,L=2,L=4,L=6,L=8,L=10
0,-0.6204071044921875,0.4597543478012085,-0.34181153774261475,0.11856359243392944,-0.05886441469192505,-0.11923028528690338
1,-0.7550804615020752,0.46715855598449707,-0.14641770720481873,-0.208205908536911,-0.05633952468633652,-0.1014510989189148
2,-0.31183475255966187,0.3522474765777588,0.04432220757007599,0.04650034382939339,-0.11285459995269775,-0.06887520849704742
3,-0.3987278342247009,0.539050817489624,0.12082703411579132,-0.163100466132164,-0.05410037189722061,0.1171487420797348
4,-0.19779467582702637,0.41392362117767334,0.11305657029151917,0.2955893874168396,-0.13230237364768982,0.0210745707154274
5,-0.12053810060024261,0.523898720741272,0.10057568550109863,-0.01336643099784851,-0.013718735426664352,-0.18186131119728088
6,-0.045303378254175186,0.541427493095398,-0.07213491201400757,-0.12837150692939758,0.09601184725761414,-0.04649753123521805
7,-0.044897086918354034,0.48565757274627686,-0.07170271873474121,0.10385043919086456,-0.17217987775802612,0.13278642296791077
8,0.11535979807376862,0.23153021931648254,-0.026994751766324043,-0.19742847979068756,-0.22622357308864594,-0.09214290976524353
9,0.8009116649627686,0.5403592586517334,-0.15653811395168304,0.07443508505821228,-0.09003832936286926,-0.04524151608347893
10,-0.2756180167198181,0.48598504066467285,0.018201075494289398,-0.28629592061042786,-0.05759785324335098,0.18473178148269653
11,0.017583657056093216,0.5307904481887817,-0.0020626112818717957,0.12342555820941925,0.20609968900680542,0.11260822415351868
12,-0.7142235040664673,0.2879845201969147,-0.0756574347615242,0.17318814992904663,-0.05470943823456764,0.13300840556621552
13,-0.42268678545951843,0.4540351629257202,-0.03573484718799591,0.014539901167154312,0.10573925077915192,-0.06230476126074791
14,-0.1743401288986206,0.34819644689559937,0.29609736800193787,0.1813257932662964,-0.017339542508125305,-0.06906131654977798
15,-0.4955114722251892,0.44643262028694153,0.04371974244713783,-0.2586134076118469,-0.06887505948543549,0.10774293541908264
16,0.298775851726532,0.48163914680480957,-0.26801323890686035,0.029507219791412354,-0.03432992845773697,-0.02166079729795456
17,-0.29896703362464905,0.5386624932289124,-0.095645472407341,0.19737693667411804,0.02362924814224243,-0.0220545195043087
18,0.5837178230285645,0.4417595863342285,-0.26882457733154297,0.2971169352531433,-0.05471525341272354,-0.1482904553413391
19,0.23017822206020355,0.5263785123825073,0.069341279566288,0.04146111384034157,0.02266828715801239,-0.02770882099866867
20,-0.521440863609314,-0.004645775072276592,0.03746289014816284,0.05521634593605995,-0.11513084918260574,-0.07217046618461609
21,-0.7271932363510132,0.16626355051994324,-0.054973699152469635,-0.28692370653152466,0.09638871252536774,-0.07846635580062866
22,-0.29898786544799805,0.22275587916374207,-0.003506070002913475,0.24595907330513,-0.08131083101034164,-0.014199666678905487
23,0.42749354243278503,0.5189419984817505,0.05032734200358391,-0.18055325746536255,-0.03620094805955887,0.18341714143753052
24,0.524063229560852,0.4792477488517761,-0.38812455534935,0.05486980453133583,0.09104752540588379,0.053962983191013336
25,-0.8611102104187012,0.5118646621704102,-0.39668458700180054,0.09605377167463303,-0.11967995017766953,0.004369337111711502
26,-0.3710763454437256,0.38028350472450256,-0.15864692628383636,-0.3168974220752716,-0.08800958096981049,-0.20895248651504517
27,0.35675475001335144,0.5254133939743042,0.07037021219730377,-0.23342210054397583,-0.030303005129098892,-0.030361436307430267
28,-0.8060449361801147,0.34847795963287354,-0.119411900639534,-0.05777456611394882,0.04987733066082001,0.0733407586812973
29,0.7922871112823486,0.11140689998865128,-0.053591277450323105,0.1515893042087555,0.0878165066242218,0.1871088296175003
30,-0.047583479434251785,0.5195280313491821,0.027994701638817787,0.019904617220163345,0.009218553081154823,0.09378892183303833
31,0.8445026874542236,0.5288617610931396,-0.10529191792011261,-0.10333193838596344,0.009137721732258797,0.2505803108215332
32,-0.09674409031867981,0.08897017687559128,0.00014775432646274567,-0.06128091737627983,0.12749677896499634,-0.09698132425546646
33,-0.7904229164123535,0.1537262201309204,-0.13825589418411255,-0.3312787413597107,-0.1049869954586029,-0.019517848268151283
34,-0.189663365483284,0.07284270226955414,-0.1527198702096939,0.33757561445236206,0.06520748138427734,0.017704665660858154
35,-0.5134866237640381,0.46512216329574585,0.2452584207057953,-0.05309390276670456,-0.03284980356693268,0.014561866410076618
36,0.7196467518806458,0.33386316895484924,-0.13214096426963806,-0.10330447554588318,-0.2007477879524231,0.04584667831659317
37,0.9213866591453552,0.5401493310928345,-0.008563999086618423,0.02130521833896637,-0.0333574116230011,-0.05276007205247879
38,0.41304051876068115,0.21691516041755676,0.30167245864868164,0.060243360698223114,0.039644304662942886,-0.21029236912727356
39,-0.18720924854278564,0.04903233051300049,-0.06490759551525116,-0.08198928833007812,-0.0736561045050621,0.09655050933361053
40,0.4875917434692383,0.07689690589904785,-0.10328765213489532,0.09616413712501526,0.07309186458587646,0.09752844274044037
41,-0.2534182071685791,0.39881569147109985,0.03671089932322502,-0.11563371121883392,0.10890094190835953,0.08130325376987457
42,0.4184049963951111,0.5412768125534058,-0.0850195586681366,0.24438448250293732,-0.003672441467642784,-0.08276456594467163
43,-0.16721221804618835,0.5102831125259399,-0.021386045962572098,-0.1041993796825409,0.09037184715270996,-0.004294875077903271
44,0.2440076619386673,0.38769906759262085,-0.2129371166229248,0.23943185806274414,0.06245417892932892,0.14362412691116333
45,-0.8554292321205139,-0.04808991029858589,0.2869203984737396,0.13677047193050385,0.04900141805410385,-0.13156816363334656
46,-0.6044511198997498,0.02953687310218811,-0.2771572470664978,0.05856824666261673,0.010659225285053253,0.033397234976291656
47,-0.8954803347587585,0.19388484954833984,0.1287004053592682,-0.2943270206451416,-0.24674049019813538,-0.23727723956108093
48,0.38878118991851807,0.35451948642730713,-0.17565469443798065,0.24301236867904663,-0.02576439641416073,-0.2013230323791504
49,0.9067268967628479,-0.048136986792087555,-0.001787642017006874,-0.051302552223205566,-0.0973408967256546,0.05985605716705322
50,-0.17345547676086426,0.2081185132265091,0.44513261318206787,0.39658117294311523,-0.09027896821498871,0.08580899238586426
51,0.6483108997344971,0.26739397644996643,-0.1658354252576828,0.2558484673500061,0.10916297137737274,0.02180209383368492
52,0.5309325456619263,0.25524216890335083,-0.14816617965698242,-0.09267324209213257,-0.12819041311740875,0.06667743623256683
53,-0.23897784948349,0.4725889265537262,-0.01577259972691536,0.04252075403928757,-0.15918338298797607,0.0136924609541893
54,-0.9984828233718872,0.5315142869949341,-0.037266477942466736,-0.08640943467617035,-0.09121453016996384,0.0037078578025102615
55,-0.14481326937675476,0.4878256916999817,0.5094338655471802,0.4133847951889038,0.09247718751430511,0.012670601718127728
56,0.11575647443532944,0.1491539180278778,0.1080763190984726,0.08027176558971405,-0.10846322774887085,-0.12738466262817383
57,-0.4248166084289551,0.2426256537437439,-0.11623700708150864,0.14075066149234772,0.24244952201843262,0.0035436563193798065
58,-0.8627880811691284,0.49380332231521606,-0.09021797776222229,0.0662950873374939,-0.11482538282871246,-0.02738993801176548
59,-0.20615512132644653,0.4362350106239319,0.08226705342531204,-0.0598687082529068,-0.02368607185781002,-0.04054611921310425
60,0.14153528213500977,0.38694077730178833,0.17467758059501648,-0.12218886613845825,-0.0007023331127129495,-0.04726630449295044
61,0.24787278473377228,0.48340660333633423,0.19063633680343628,-0.11717255413532257,0.040349286049604416,-0.11745007336139679
62,0.771203875541687,0.5106285810470581,-0.006373382173478603,0.04523356258869171,0.09412837028503418,0.010629936121404171
63,-0.7713828086853027,0.0734448954463005,-0.012759320437908173,-0.01841679960489273,0.1487947702407837,-0.06593707948923111
64,0.6289315223693848,0.187397763133049,-0.019323881715536118,-0.2959320843219757,-0.03058771789073944,0.0047181230038404465
65,-0.3680959939956665,0.30303534865379333,-0.005778172984719276,-0.0021812841296195984,-0.018581382930278778,0.008908206596970558
66,-0.4445086717605591,0.4943864345550537,-0.13885271549224854,0.15348228812217712,0.06871047616004944,-0.0514228418469429
67,-0.16367103159427643,0.2861555218696594,0.19829225540161133,-0.007471216842532158,-0.016735505312681198,-0.00270377891138196
68,-0.3439355492591858,0.5391230583190918,-0.44329211115837097,-0.24454975128173828,-0.06823679804801941,0.07599243521690369
69,-0.12437411397695541,0.37918373942375183,0.028811248019337654,-0.19106891751289368,-0.28786686062812805,0.01398392766714096
70,-0.9395694732666016,0.5409427285194397,0.29538625478744507,0.11804185807704926,-0.11798501014709473,-0.2322809100151062
71,0.629050076007843,-0.05817801505327225,-0.010865539312362671,0.062024571001529694,-0.15585176646709442,0.07497671246528625
72,-1.0112786293029785,-0.025424303486943245,0.016565676778554916,-0.22358167171478271,-0.10258664935827255,0.0875251442193985
73,0.316912978887558,0.023265082389116287,0.09246158599853516,0.10842201113700867,0.032837312668561935,0.09062222391366959
74,-1.026086449623108,0.5418092012405396,-0.20443041622638702,-0.0936187356710434,-0.2279871106147766,0.03340227156877518
75,-0.9339771270751953,0.31314796209335327,-0.10916806757450104,-0.15666964650154114,-0.11181636154651642,-0.019119689241051674
76,-0.3097647428512573,0.23699690401554108,-0.14400750398635864,0.10730026662349701,-0.07040759921073914,0.06092366576194763
77,-0.30320799350738525,0.533259391784668,0.025553002953529358,-0.23832926154136658,-0.0032554026693105698,-0.0662396252155304
78,-0.46173322200775146,0.5398653745651245,-0.28628844022750854,-0.22595855593681335,-0.17485365271568298,-0.06214844062924385
79,0.3162343502044678,0.5302726030349731,0.3235515356063843,0.16780945658683777,-0.10654450953006744,0.0968884751200676
80,0.646207332611084,0.33189070224761963,-0.07230871915817261,-0.19739383459091187,-0.026320483535528183,-0.04123819246888161
81,0.2560538351535797,0.3225809335708618,0.007826060056686401,-0.012298529967665672,-0.13418447971343994,0.03938662260770798
82,-0.00013988278806209564,0.42099589109420776,0.27100372314453125,0.12286990880966187,-0.14435896277427673,-0.22550708055496216
83,0.11226671934127808,0.46777939796447754,-0.17642009258270264,-0.16632810235023499,-0.002642090432345867,-0.06299269199371338
84,-0.6514788866043091,0.37931981682777405,0.06479170173406601,0.19313497841358185,-0.0754106193780899,0.1812695413827896
85,0.3288556933403015,0.5401990413665771,-0.0644022524356842,-0.2639930844306946,0.18885678052902222,0.03641311079263687
86,-1.0108654499053955,0.4476950764656067,0.14984381198883057,-0.06464091688394547,-0.0981002002954483,-0.024455295875668526
87,-0.0947711169719696,0.19954504072666168,0.04068347439169884,0.3733745217323303,0.05964713543653488,0.03834060579538345
88,-0.36450809240341187,0.5411040782928467,0.3474339246749878,-0.1455771028995514,-0.18363197147846222,0.03833796828985214
