,L=2,L=2,L=4,L=6,L=8,L=10,L=14,L=20,L=28,L=38,L=52,L=72,L=102
0,-1.0187439918518066,0.1340084671974182,-0.29610490798950195,0.07922838628292084,-0.21847257018089294,-0.07061025500297546,0.016910530626773834,0.11394818127155304,-0.07810568809509277,0.013088306412100792,-0.0032442444935441017,0.022924523800611496,0.002727767452597618
1,-0.42171400785446167,-0.672167181968689,0.6240952014923096,0.12281294167041779,0.152448832988739,-0.009375727735459805,-0.10580287873744965,-0.012417512945830822,-0.014269412495195866,0.001063750241883099,-0.0022302891593426466,-0.0064392415806651115,0.004128449596464634
2,0.004737392067909241,0.18851125240325928,-0.5669819116592407,-0.1142142117023468,-0.18482233583927155,-0.09332969784736633,0.1942070722579956,-0.05809454247355461,-0.005282295867800713,-0.020209206268191338,-0.0013177581131458282,0.0058079855516552925,0.00660603865981102
3,-1.0110020637512207,-0.6814825534820557,-0.04767109826207161,-0.23146465420722961,-0.09210549294948578,-0.03423576056957245,0.17407719790935516,0.02376849204301834,0.009712805971503258,0.0020551164634525776,0.02294006571173668,0.004194364883005619,0.0005854463670402765
4,-0.4741612672805786,-1.1682008504867554,-0.03690400719642639,-0.2466101050376892,-0.13673557341098785,-0.1137380599975586,0.05204205960035324,0.03031613491475582,-0.002000759821385145,-0.024007413536310196,0.013576479628682137,0.012676861137151718,0.003898483468219638
5,-0.9840623736381531,-0.8383046388626099,0.45607656240463257,0.185434490442276,-0.02085462212562561,0.15217021107673645,0.05685623735189438,-0.00607621343806386,5.986075848340988e-05,-0.009611478075385094,0.012278654612600803,0.014724697917699814,-0.015210681594908237
6,-1.129779577255249,-1.1816914081573486,-0.009335387498140335,0.2963693141937256,0.05452759936451912,0.17395812273025513,-0.04545072466135025,-0.01454911008477211,0.05506057292222977,-0.02455817721784115,0.00554044172167778,0.020413735881447792,-0.010742871090769768
7,-0.34240344166755676,-0.2601340711116791,-0.13596037030220032,-0.052981168031692505,-0.17010965943336487,-0.020313918590545654,0.09199751913547516,0.039977144449949265,-0.011843073181807995,0.03685761243104935,0.019638320431113243,0.014468484558165073,-0.001336531131528318
8,-1.306650161743164,-0.31277912855148315,0.2894285321235657,-0.03967175632715225,0.09283599257469177,0.0178041011095047,-0.0471966490149498,-0.07507942616939545,0.008714262396097183,0.0467773973941803,0.023388467729091644,0.002958538942039013,0.007478656247258186
9,-0.43988603353500366,-0.8311818838119507,0.28502053022384644,-0.07162389904260635,0.010621316730976105,0.12136723101139069,0.1369665563106537,-0.013073444366455078,-0.008820571005344391,-0.014387897215783596,-0.00870124064385891,-0.004792258143424988,-0.006878658663481474
10,-1.1792495250701904,-0.7079017162322998,-0.00321081280708313,-0.08177772909402847,0.08083462715148926,-0.10984708368778229,0.052910372614860535,0.02673834189772606,-0.006507066078484058,-0.0011324638035148382,0.007671095430850983,0.00021395680960267782,-0.003273895476013422
11,-1.0873644351959229,-1.3733479976654053,-0.014963239431381226,0.3570513129234314,0.07784157991409302,0.16634489595890045,-0.017560619860887527,-0.016875125467777252,0.07726297527551651,0.045273274183273315,-0.01526639237999916,-0.004034917801618576,-0.007302330806851387
12,-1.0826282501220703,0.54266357421875,0.181719571352005,-0.2435588538646698,0.11105355620384216,-0.16244590282440186,-0.15187861025333405,-0.028698373585939407,0.013319416902959347,-0.0031526111997663975,0.0157176461070776,0.0037040039896965027,-0.0063794017769396305
13,-0.2085651457309723,-0.6285542249679565,0.19172349572181702,-0.2058047652244568,-0.05325966328382492,0.1357981264591217,0.019630789756774902,-0.04487704485654831,-0.005935299210250378,-0.024441789835691452,-0.014813955873250961,0.006089172791689634,-0.003438628977164626
14,-0.4224150776863098,-1.2603824138641357,0.33690595626831055,-0.0011747980024665594,-0.17651794850826263,0.1150963306427002,0.0662584900856018,0.06313113868236542,0.09029541909694672,3.0557624995708466e-05,0.0067276423797011375,0.0019233331549912691,0.004134561866521835
15,-0.8726608753204346,-0.1547151803970337,0.03983822464942932,0.011323532089591026,-0.11558327078819275,-0.044617146253585815,0.05726995691657066,0.008053852245211601,0.029977019876241684,-0.01822904497385025,-0.028299283236265182,-0.0071073248982429504,0.006545117124915123
16,-1.1362693309783936,-0.9628331661224365,0.07617314159870148,0.1667642593383789,0.14381031692028046,-0.04513894021511078,-0.03950223699212074,-0.07451151311397552,-0.0016236421652138233,0.013120847754180431,-0.009030417539179325,2.8281938284635544e-06,0.00440765218809247
17,-0.9728254675865173,-0.6049587726593018,0.34783780574798584,-0.12169566750526428,-0.018181804567575455,-0.12033863365650177,-0.09394177794456482,-0.012612178921699524,-0.015920374542474747,-0.020568393170833588,-0.015641458332538605,-0.017638202756643295,-0.001487637753598392
18,-0.9989573955535889,-0.5754587650299072,0.30546921491622925,-0.12284370511770248,0.001589987426996231,0.18043510615825653,0.0020865201950073242,0.017997000366449356,-0.03560730069875717,-0.0436604842543602,0.02587985247373581,0.009527379646897316,-0.003422369249165058
19,-0.949597954750061,-0.9193037748336792,-0.29650574922561646,-0.265961229801178,0.04009095951914787,-0.11824877560138702,0.029062757268548012,-0.035961348563432693,-0.03229127824306488,0.02489854022860527,-0.001572243869304657,0.010115708224475384,0.006991017609834671
20,-0.5045230388641357,-0.26094692945480347,0.04122473672032356,-0.140414297580719,-0.07166139781475067,0.18862158060073853,0.08305633068084717,0.06813763827085495,0.004352974705398083,-0.03782263398170471,-0.0008260615286417305,-0.001253156689926982,-0.002582213841378689
21,-1.0042145252227783,-1.0474271774291992,-0.2575054168701172,-0.21035312116146088,0.18929605185985565,0.13126805424690247,-0.1455245167016983,-0.053582411259412766,0.046410754323005676,-0.020129336044192314,-0.001732138218358159,0.0005370232393033803,-0.005614569876343012
22,-1.2733449935913086,-1.3477352857589722,0.34922945499420166,0.01126210205256939,0.04389175772666931,0.16588188707828522,0.07928652316331863,-0.014645030722022057,0.015217037871479988,-0.021474994719028473,0.001487858360633254,0.01318726409226656,0.004625239409506321
23,-0.08863381296396255,-1.0938947200775146,0.07790584862232208,0.1904575526714325,-0.1298367977142334,0.08990226686000824,0.1471480429172516,-0.08055886626243591,-0.03916827589273453,0.016190487891435623,0.0023626922629773617,0.005019087344408035,-0.011127309873700142
24,-1.059930682182312,0.2793422341346741,-0.21465234458446503,0.05837123468518257,0.1337660551071167,0.022549666464328766,0.011304004117846489,0.011122464202344418,-0.02429978922009468,0.0007723546586930752,0.002885655965656042,0.013808883726596832,-0.001582278055138886
25,-0.00022603757679462433,-0.8013557195663452,0.4256744980812073,-0.15410903096199036,0.19684526324272156,-0.13430559635162354,-0.007484450936317444,-0.04461759701371193,0.002677765442058444,-0.0005049660103395581,-0.018649131059646606,0.0068570831790566444,0.0051610940136015415
26,-0.604185163974762,-0.7085778713226318,0.059894632548093796,-0.11406815052032471,-0.09542039036750793,0.21049761772155762,-0.08678999543190002,0.026486845687031746,0.007184268441051245,-0.0050163352862000465,-0.011623520404100418,0.001344246556982398,1.2903590686619282e-05
27,-0.772344172000885,0.5309925079345703,-0.21214523911476135,-0.3171844482421875,-0.07051938772201538,-0.028230223804712296,-0.01867755874991417,-0.012652115896344185,-0.010917197912931442,-0.021302953362464905,0.006911144591867924,0.01470392569899559,0.007170757278800011
28,-1.063596248626709,-0.7500351667404175,-0.10111960023641586,0.1895410716533661,0.022036448121070862,-0.03278626501560211,0.001643806230276823,-0.02822369709610939,-0.009691981598734856,-0.02741141989827156,-0.014442766085267067,0.0005516568780876696,-0.011349289678037167
29,-1.2856465578079224,-1.1150968074798584,0.17456474900245667,0.2826085388660431,-0.23222872614860535,-0.004742164630442858,-0.12300325185060501,-0.034303415566682816,-0.02978140115737915,-0.028450138866901398,-0.005384539254009724,-0.004837573505938053,0.0022267368622124195
30,-0.9538973569869995,0.36412692070007324,0.19103524088859558,-0.16126880049705505,-0.1573304980993271,0.0021012146025896072,-0.016008839011192322,0.015042111277580261,-0.04974585399031639,-0.014719242230057716,-0.0008194269612431526,0.002897906117141247,-0.007220449857413769
31,-1.1922191381454468,-0.8164347410202026,0.3765972852706909,0.02933739684522152,-0.10034476220607758,-0.08666115999221802,0.014858479611575603,0.05494014546275139,-0.059246428310871124,-0.01927848532795906,0.01691277325153351,0.008684104308485985,-0.007506911642849445
32,-1.1091814041137695,0.09897774457931519,0.2680243253707886,0.029832929372787476,-0.10140624642372131,0.21237409114837646,-0.03674966096878052,0.05653533339500427,-0.03564968705177307,0.010677851736545563,-0.001796106924302876,0.01068197377026081,0.0008751979330554605
33,-0.7452589869499207,0.7142857313156128,0.01573091372847557,0.26340389251708984,-0.12038116902112961,-0.21472668647766113,0.06878349184989929,-0.032960195094347,0.024209966883063316,-0.02848660945892334,0.0019290884956717491,0.022989945486187935,-0.009099195711314678
34,-0.9289882183074951,-0.9144228100776672,0.15167778730392456,-0.03294242173433304,0.05092066526412964,0.041336789727211,0.04867173731327057,0.017424624413251877,0.002172191860154271,-0.05969148129224777,-0.010103294625878334,0.02070734091103077,-0.007994098588824272
35,-1.186201810836792,-0.6769708395004272,0.2415829598903656,-0.09185247123241425,0.2861834168434143,-0.0006002523005008698,0.015032208524644375,-0.06695190072059631,-0.05717220529913902,-0.0011044121347367764,-0.0068172491155564785,0.0024041887372732162,-0.005692656151950359
